Cod Empresa;Cod Item;Descricao;Qtde;C Cst Ctbil;F Cst For;Cst Cbil For;Pven Ic;Pven For;M1;M2;M3;M4;M5;M6;Curva;Ultima Compra;Ultima Venda;Pedido;Curva Portal;Locacao;Nome Fornecedor;Possui Pis;Possui Cofins;Status;Forn;Aplicacao
9;26393725;APARELHO ELETRICO (C;1;676,62;906,25;905,56;1.656,71;1.656,71;19;9;6;14;15;6;A;02/06/2026;31/07/2026;LOT05M;A;BOX 04;GM - Brasil;Não;Não;Ativo;1;
9;26393726;APARELHO ELETRICO (C;6;707,79;729,18;729,18;1.509,53;1.509,53;9;1;14;8;2;12;A;31/07/2026;31/07/2026;ZZ0726;A;BOX 11;GM - Brasil;Não;Não;Ativo;1;
9;26393728;APARELHO ELETRICO (C;3;1.384,07;1.724,51;1.891,42;3.416,62;3.416,62;0;1;2;3;4;0;A;16/06/2026;09/06/2026;LOT17M;A;152RC1;GM - Brasil;Não;Não;Ativo;1;
9;26393730;APARELHO ELETRICO (C;17;580,45;746,88;732,93;1.110,33;1.110,33;12;7;2;2;10;0;A;31/07/2026;30/07/2026;JLL52;A;154SB1;GM - Brasil;Não;Não;Ativo;1;
9;26393731;APARELHO ELETRICO (C;3;1.226,95;1.168,78;1.692,37;3.038,75;3.038,75;4;0;1;2;2;1;A;05/05/2026;30/07/2026;ABRR45;A;154AC1;GM - Brasil;Não;Não;Ativo;1;
9;26393732;APARELHO ELETRICO (C;3;1.230,77;2.127,93;1.768,97;3.038,75;3.038,75;1;1;0;3;3;0;A;25/05/2026;24/07/2026;MAL22;A;155CA1;GM - Brasil;Não;Não;Ativo;1;
9;26397840;DEFLECTOR ASM-R;1;43,42;52,33;52,33;96,95;96,95;1;0;1;0;0;0;C;09/07/2026;24/07/2026;ZZ0669;C;107BG1;GM - Brasil;Não;Não;Ativo;1;
9;26397842;DEFLECTOR ASM-R;1;50,24;67,56;68,63;115,24;115,24;0;0;1;0;0;0;D;06/01/2026;29/05/2026;PFHY03;D;160LB1;GM - Brasil;Não;Não;Ativo;1;
9;26397843;DEFLECTOR ASM-R;3;47,34;47,37;61,56;106,60;106,60;0;1;2;0;0;1;B;29/06/2026;30/06/2026;CVA150;B;113GH1;GM - Brasil;Não;Não;Ativo;1;
9;26397844;DEFLECTOR ASM-R;2;50,78;51,36;50,78;111,86;111,86;1;1;1;0;1;2;A;08/07/2026;29/07/2026;CVA160;A;161JA1;GM - Brasil;Não;Não;Ativo;1;
9;26397845;DEFLECTOR ASM-R;4;47,12;63,34;61,45;106,29;106,29;0;3;1;1;1;4;A;13/07/2026;26/06/2026;CVA150;A;113BH1;GM - Brasil;Não;Não;Ativo;1;
9;26398000;LAMP ASM-RR COM;12;328,77;386,50;328,77;740,37;740,37;5;2;0;8;7;7;A;31/07/2026;24/07/2026;JLL52;A;160BC1;GM - Brasil;Não;Não;Ativo;1;
9;26398003;LAMP ASM-RR COM;5;628,60;1.077,88;907,02;1.724,13;1.724,13;0;0;1;2;2;1;A;05/06/2026;05/05/2026;LOT17M;A;154SA1;GM - Brasil;Não;Não;Ativo;1;
9;26401106;EVAPORATOR KIT,A/C;2;506,12;521,99;613,92;1.062,38;1.062,38;0;0;0;0;0;0;D;08/10/2025;24/09/2025;RA0994;D;153BB1;GM - Brasil;Sim;Sim;Ativo;1;
9;26402127;SAPATA FREIO KIT-FR;1;563,32;563,32;686,16;1.010,23;1.010,23;0;0;0;0;0;0;D;27/10/2025;19/02/2026;DD1062;D;159BB1;GM - Brasil;Não;Não;Ativo;1;
9;26402377;CAMERA DE TELEVISAO;9;1.278,29;1.753,22;1.745,66;2.664,79;2.664,79;1;1;3;4;2;2;A;02/06/2026;10/07/2026;CVA03M;A;1SALA M3;GM - Brasil;Sim;Sim;Ativo;1;
9;26402605;GUARNIÇÃO LATERAL CAPÔ;4;41,12;41,54;53,25;91,11;91,11;1;3;3;1;1;2;A;13/07/2026;20/07/2026;CVA160;A;106CC1;GM - Brasil;Não;Não;Ativo;1;
9;26404242;WEATHERSTRIP AS;6;266,15;260,05;266,15;611,29;611,29;3;4;1;2;0;0;A;30/07/2026;31/07/2026;JLL10;A;110QC1;GM - Brasil;Não;Não;Ativo;1;
9;26404243;WEATHERSTRIP AS;8;223,42;223,42;223,42;525,20;525,20;3;3;2;4;1;4;A;30/07/2026;29/07/2026;JLL10;A;160TB1;GM - Brasil;Não;Não;Ativo;1;
9;26404262;MOLDING ASM-BOD;1;48,78;48,78;48,78;144,16;144,16;0;0;0;0;0;0;D;25/08/2025;02/12/2025;ZZ0831;D;105AB1;GM - Brasil;Não;Não;Ativo;1;
9;26405418;CONDENSADOR AR CONDICIONADO;3;695,89;697,51;855,78;2.217,82;2.217,82;3;7;5;5;4;1;A;02/07/2026;29/07/2026;COPA38;A;152BB1;GM - Brasil;Sim;Sim;Ativo;1;
9;26406188P;CAPOTA;1;533,11;533,11;533,11;;1.485,00;0;0;0;0;0;0;D;23/07/2025;30/05/2025;NF MEGA;D;156BC1;Outros;Não;Não;Ativo;2;"
"
9;26406219;TAPETE PACT-AUX ASS;1;1.060,12;1.422,25;1.422,25;1.837,90;1.837,90;0;0;0;0;0;0;D;16/12/2025;25/11/2025;ADEZ02;D;163QA1;GM - Brasil;Sim;Sim;Ativo;1;
9;26407474;BOLSA INFLAVEL DE SE;1;904,98;904,98;904,98;2.075,76;2.075,76;0;0;0;0;0;0;D;20/10/2025;;DD1032;D;155SC1;GM - Brasil;Não;Não;Substituído;1;
9;26410996;COMPRESSOR KIT-A/C;3;1.648,25;1.689,41;1.486,42;3.318,91;3.318,91;4;1;4;1;2;2;A;01/04/2026;23/07/2026;CVA119;A;163SA1;GM - Brasil;Sim;Sim;Ativo;1;
9;26414376;LONGARINA CJ-LAT SUP;1;120,69;124,95;120,69;291,36;291,36;0;0;0;0;0;0;D;04/06/2025;29/07/2025;CICAL COB.VENDA;D;162WB1;GM - Brasil;Não;Não;Ativo;1;
9;26414610;TUBO CJ-SAIDA ;3;507,66;477,79;643,54;1.141,34;1.141,34;0;1;2;1;0;0;B;31/07/2026;30/06/2026;JLL46;B;160BA1;GM - Brasil;Não;Não;Ativo;1;
9;26422644;APARELHO ELETRICO (C;2;417,61;397,97;417,61;1.154,26;1.154,26;1;1;0;1;2;3;A;31/07/2026;31/07/2026;JLL39;A;155DB1;GM - Brasil;Não;Não;Ativo;1;
9;26422645;APARELHO ELETRICO (C;5;407,43;397,97;541,89;1.154,26;1.154,26;3;2;2;1;2;2;A;29/07/2026;31/07/2026;JLL38;A;159HB1;GM - Brasil;Não;Não;Ativo;1;
9;26425083;DEFLETOR DO PARA-CHOQUE DIANTEIRO;106;113,70;108,77;108,74;256,21;256,21;59;47;49;54;59;49;A;13/07/2026;31/07/2026;CVA162;A;150PA1;GM - Brasil;Não;Não;Ativo;1;
9;26425595;PLACA DA COBERTURA D;1;522,25;522,25;762,54;1.196,02;1.196,02;0;0;0;0;0;1;C;11/02/2026;26/02/2026;DD0204;C;156AB1;GM - Brasil;Não;Não;Ativo;1;
9;26426097;HOSE ASM-CHRG A;1;460,13;460,13;460,13;1.408,85;1.408,85;0;0;2;1;0;0;B;31/07/2026;29/05/2026;JLL46;B;164TC1;GM - Brasil;Sim;Sim;Ativo;1;
9;26426099;MANGUEIRA AR SAÍDA CHARGE-COOLER;8;227,35;227,36;227,35;638,12;638,12;0;3;4;2;1;0;A;31/07/2026;19/06/2026;JLL46;A;154RA1;GM - Brasil;Não;Não;Ativo;1;
9;26426100;TUBO DO RESFRIADOR D;7;214,77;208,26;270,95;584,57;584,57;0;4;1;1;3;1;A;31/07/2026;01/07/2026;JLL46;A;161XB1;GM - Brasil;Não;Não;Ativo;1;
9;26426102;HOSE ASM-CHRG A;3;251,77;256,61;342,56;703,08;703,08;12;8;10;7;7;8;A;22/04/2026;01/08/2026;ABRR25;A;155BA1;GM - Brasil;Não;Não;Ativo;1;
9;26426643;DOOR ASM-F/TNK;1;35,01;35,01;35,01;87,26;87,26;0;0;0;0;0;0;D;06/01/2026;09/12/2025;PFMY05;D;108SH1;GM - Brasil;Não;Não;Ativo;1;
9;26431661;LAMP ASM-CARGO;4;34,33;35,74;47,79;89,73;89,73;5;4;1;1;4;0;A;30/06/2026;30/07/2026;COPA40;A;107PA1;GM - Brasil;Não;Não;Ativo;1;
9;26431662;Tapetes de Carpete;6;160,50;183,91;248,14;523,90;523,90;0;0;0;0;0;0;D;18/07/2025;16/05/2024;5TDFDH;D;148AS1;GM - Brasil;Sim;Sim;Ativo;1;NOVA MONTANA 23/
9;26433760;PALHETA CJ-LIMP P/B;2;67,71;67,71;93,90;230,70;230,70;0;0;1;0;1;2;B;31/03/2026;07/05/2026;NMA41;B;144WD1;GM - Brasil;Não;Não;Ativo;1;
9;26433764;PALHETA CJ-LIMP P/B;5;58,56;60,98;79,25;178,23;178,23;0;0;1;1;1;2;B;25/05/2026;07/05/2026;MAL28;B;144WB1;GM - Brasil;Não;Não;Ativo;1;
9;26436497;ANTENNA ASM-RDO;1;13,24;13,79;13,24;28,97;28,97;3;2;0;4;0;2;A;08/07/2026;31/07/2026;CVA160;A;108AH1;GM - Brasil;Sim;Sim;Ativo;1;
9;26439818;Revestimento Premium do Banco;1;1.439,75;1.439,75;1.439,75;3.175,90;3.175,90;0;0;2;0;0;0;C;15/05/2026;18/05/2026;NF99783 GALI;C;150SA1;GM - Brasil;Sim;Sim;Ativo;1;NOVA MONTANA 23/
9;26441631;SENSOR INDICADOR DE;2;110,30;144,84;151,01;233,98;233,98;6;10;6;6;7;8;A;11/06/2026;24/07/2026;CVA16M;A;106QJ1;GM - Brasil;Sim;Sim;Substituído;1;
9;26441632;SENSOR PRESS#O;4;96,96;97,43;130,55;205,66;205,66;1;1;0;3;0;3;A;02/06/2026;04/07/2026;PDS04;A;112DD1;GM - Brasil;Sim;Sim;Ativo;1;
9;26443990;FAROL NEBLINA DIANTEIRO EM LED;2;1.046,34;1.046,34;1.046,34;1.953,90;1.953,90;2;0;3;1;2;0;A;23/06/2026;07/07/2026;ALDS03;A;150QC1;GM - Brasil;Não;Não;Ativo;1;NOVA MONTANA 23/
9;26450344;Câmera de ré;1;463,84;623,07;623,07;1.100,84;1.100,84;0;1;0;1;0;0;C;20/02/2024;19/06/2026;;C;1SALA B4;GM - Brasil;Sim;Sim;Ativo;1;NOVA MONTANA 23/
9;26460103;APARELHO ELETRICO (C;7;1.668,17;1.624,23;1.668,17;4.710,96;4.710,96;2;1;1;3;2;4;A;29/07/2026;14/07/2026;JLL38;A;BOX 25;GM - Brasil;Não;Não;Ativo;1;
9;26460104;APARELHO ELETRICO (C;6;1.701,36;1.624,23;2.181,27;4.710,96;4.710,96;1;2;0;3;2;0;A;29/07/2026;13/07/2026;COPA43;A;BOX 05;GM - Brasil;Não;Não;Ativo;1;
9;26460105;APARELHO ELETRICO (C;9;2.657,50;2.561,08;3.463,86;7.428,22;7.428,22;1;3;4;2;1;2;A;28/07/2026;28/07/2026;COPA43;A;BOX 26;GM - Brasil;Não;Não;Ativo;1;
9;26460106;APARELHO ELETRICO (C;8;2.799,84;3.435,36;3.610,67;7.428,22;7.428,22;3;2;2;2;1;4;A;03/07/2026;28/07/2026;COPA40;A;BOX 03;GM - Brasil;Não;Não;Ativo;1;
9;26463985;MOLDING ASM-FRT;1;370,75;497,02;482,33;946,01;946,01;0;1;1;0;0;2;B;27/07/2026;11/06/2026;JLL24;B;900HB1;GM - Brasil;Não;Não;Ativo;1;
9;26463986;MOLDING ASM-FRT;2;378,58;378,58;492,52;966,00;966,00;2;0;2;1;1;1;A;26/06/2026;31/07/2026;COPA37;A;700BA1;GM - Brasil;Não;Não;Ativo;1;
9;26463989;MOLDING ASM-FRT;11;339,40;343,25;339,40;770,73;770,73;3;1;6;5;2;6;A;31/07/2026;28/07/2026;JLL44;A;163RC1;GM - Brasil;Não;Não;Ativo;1;
9;26463990;MOLDING ASM-FRT;8;274,91;278,59;274,91;625,54;625,54;4;2;3;5;5;3;A;31/07/2026;28/07/2026;JLL44;A;900DB1;GM - Brasil;Não;Não;Ativo;1;
9;26463991;MOLDING ASM-RR;5;253,19;253,19;253,19;740,08;740,08;0;3;1;0;3;2;A;31/07/2026;03/07/2026;JLL44;A;154CB1;GM - Brasil;Não;Não;Ativo;1;
9;26463992;MOLDING ASM-RR;2;368,22;335,54;368,22;978,48;978,48;1;1;0;0;3;1;B;31/07/2026;17/07/2026;JLL44;B;161QC1;GM - Brasil;Não;Não;Ativo;1;
9;26466251;MOLDURA-ABERT GRADE;1;321,22;430,62;430,62;613,86;613,86;2;0;2;0;0;3;A;31/07/2026;28/07/2026;RA0722;A;150SC1;GM - Brasil;Não;Não;Ativo;1;
9;26466252;MOLDURA-ABERT GRADE;4;326,07;437,81;437,81;624,11;624,11;1;1;2;2;1;1;A;03/07/2026;28/07/2026;RA0677;A;154AA1;GM - Brasil;Não;Não;Ativo;1;
9;26469233;CAPO CJ;8;822,27;1.118,17;1.081,38;2.152,73;2.152,73;5;0;2;4;4;5;A;02/06/2026;28/07/2026;LOT11M;A;199AB1;GM - Brasil;Não;Não;Ativo;1;
9;26469233;CAPO CJ;8;822,27;1.118,17;1.081,38;2.152,73;2.152,73;5;0;2;4;4;5;A;02/06/2026;28/07/2026;LOT11M;A;DEPOSITO B;GM - Brasil;Não;Não;Ativo;1;
9;26615311;SENSOR CJ-VEL RODA D;15;43,01;62,44;52,09;116,21;116,21;0;0;0;0;0;0;C;02/07/2026;;CVA11M;C;110PH1;GM - Brasil;Sim;Sim;Ativo;1;
9;26692820;JOGO MAÇANETA;1;142,34;142,34;142,34;145,11;145,11;0;0;0;0;0;0;D;13/12/2024;27/12/2025;DD1218;D;106DC1;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2020 A 2021, TRACKER - 2021 A 2021
9;26692821;JOGO MAÇANETA;4;58,66;80,85;78,65;141,08;141,08;0;2;3;2;1;3;A;29/05/2026;02/07/2026;CVA02M;A;109GG1;GM - Brasil;Sim;Sim;Ativo;1;
9;26692826;ISOLADOR DA MOLDURA;2;33,04;33,79;33,04;74,87;74,87;0;0;0;1;0;0;C;09/02/2026;13/04/2026;CVA77;C;105AH1;GM - Brasil;Não;Não;Ativo;1;
9;26693770;DUTO DE SAIDA DO FIL;1;332,66;317,14;332,66;713,80;713,80;5;3;1;1;0;0;A;28/07/2026;03/08/2026;RA0722;A;151CC1;GM - Brasil;Não;Não;Ativo;1;
9;26694130;BATENTE TRAVA;2;60,31;60,31;92,43;127,31;127,31;1;3;1;1;0;1;A;02/07/2026;17/07/2026;RA0676;A;110TD1;GM - Brasil;Sim;Sim;Ativo;1;ONIX NOVO - 2020 A 2021, PRISMA - 2021 A 2021
9;26698013;MANGA DE EIXO DE VEI;2;355,72;355,72;355,72;1.000,81;1.000,81;1;2;0;1;0;2;A;27/07/2026;24/07/2026;JLL16;A;151SB1;GM - Brasil;Não;Não;Ativo;1;
9;26698015;MANGA DE EIXO DE VEI;1;321,39;321,39;321,39;904,21;904,21;2;1;1;3;0;1;A;27/07/2026;31/07/2026;JLL16;A;154BC1;GM - Brasil;Não;Não;Ativo;1;
9;26698388;CUBO RODA DIANTEIRO;5;384,22;505,53;498,39;1.029,50;1.029,50;3;0;2;2;2;1;A;13/07/2026;24/07/2026;COPA43;A;113DH1;GM - Brasil;Não;Não;Ativo;1;
9;26699751;LANTERNA DIURNA DRL LED ESQ;23;315,23;427,68;414,10;787,03;787,03;2;4;8;3;8;9;A;09/07/2026;30/07/2026;COPA55;A;151BB1;GM - Brasil;Não;Não;Ativo;1;ONIX NOVO - 2020 A 2020
9;26699752;LANTERNA DIURNA;21;317,21;318,83;317,21;787,03;787,03;5;8;5;7;6;8;A;29/07/2026;30/07/2026;JLL38;A;BOX 14;GM - Brasil;Não;Não;Ativo;1;
9;26699753;LANTERNA PARA-CHOQUE LE;16;62,39;59,98;62,39;119,85;119,85;6;9;13;9;13;9;A;03/07/2026;31/07/2026;CVA161;A;106QH2;GM - Brasil;Não;Não;Ativo;1;ONIX - 2020 A 2020
9;26699754;LANTERNA REFLETORA PARA-CHOQUE;23;57,19;54,42;54,42;109,76;109,76;6;11;14;16;11;11;A;13/07/2026;31/07/2026;CVA161;A;109HL1;GM - Brasil;Não;Não;Ativo;1;ONIX - 2020 A 2020
9;26699755;LANTERNA PARA-CHOQUE LE;14;38,68;51,85;50,32;73,91;73,91;1;1;10;3;2;4;A;28/07/2026;29/07/2026;RA0579;A;109CD1;GM - Brasil;Não;Não;Ativo;1;
9;26699756;LANTERNA PARA-CHOQUE;14;38,44;47,45;50,54;73,47;73,47;2;3;7;7;4;2;A;08/07/2026;22/07/2026;CVA161;A;110AH1;GM - Brasil;Não;Não;Ativo;1;ONIX NOVO - 2020 A 2020
9;26699832;MOLDURA GUARNIÇÃO LE;2;3,53;3,83;3,53;8,59;8,59;2;1;0;0;0;1;B;16/07/2026;31/07/2026;RA0718;B;110QD2;GM - Brasil;Não;Não;Ativo;1;ONIX NOVO - 2020 A 2021
9;26699833;MOLDURA GUARNIÇÃO LD;2;2,99;3,10;2,99;6,97;6,97;2;2;1;1;0;0;A;16/07/2026;29/07/2026;RA0716;A;107BB2;GM - Brasil;Não;Não;Ativo;1;ONIX NOVO - 2020 A 2020
9;26699845;VEDAÇÃO VIDRO PORTA TRASEIRA;1;19,67;19,67;19,67;66,14;66,14;0;0;0;0;0;0;D;18/12/2025;27/12/2025;DD1255;D;106AP1;GM - Brasil;Não;Não;Ativo;1;
9;26699852;TIRA VEDAÇÃO LE;7;117,00;115,75;150,44;274,24;274,24;1;2;2;1;2;0;A;28/07/2026;31/07/2026;JLL10;A;700DA1;GM - Brasil;Não;Não;Ativo;1;ONIX NOVO - 2020 A 2020
9;26699853;TIRA VEDAÇÃO LD;3;116,10;116,10;150,91;275,07;275,07;0;0;2;1;1;1;B;28/07/2026;29/05/2026;JLL10;B;154CC1;GM - Brasil;Não;Não;Ativo;1;ONIX NOVO - 2020 A 2020
9;26699857;GUARNIÇÃO TRASEIRA;1;13,79;13,79;13,79;37,00;37,00;0;0;0;0;0;0;D;22/12/2025;;DD1265;D;110BC1;GM - Brasil;Não;Não;Ativo;1;
9;26699865;FITA TRASEIRA LE;4;32,34;32,67;32,34;80,47;80,47;9;8;6;3;3;6;A;31/07/2026;31/07/2026;RA0728;A;113CD1;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2020 A 2021
9;26699866;FITA TRASEIRA;2;30,82;26,64;41,40;76,67;76,67;8;5;6;3;3;3;A;26/06/2026;31/07/2026;CVA149;A;113CB1;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2020 A 2020
9;26699867;FITA DIANTEIRA;5;37,52;36,04;36,04;85,18;85,18;8;6;6;2;4;3;A;21/07/2026;31/07/2026;CVA170;A;113AH1;GM - Brasil;Não;Não;Ativo;1;ONIX NOVO - 2020 A 2020
9;26699868;FITA DIANTEIRA LD;12;31,52;42,40;40,86;80,84;80,84;2;4;5;2;4;3;A;26/06/2026;30/07/2026;COPA37;A;105AC2;GM - Brasil;Não;Não;Ativo;1;ONIX NOVO - 2020 A 2020
9;26700161;FITA ESTRUTURA LE;5;50,61;50,87;50,61;125,32;125,32;10;8;8;3;2;5;A;31/07/2026;31/07/2026;RA0728;A;112AD2;GM - Brasil;Sim;Sim;Ativo;1;ONIX NOVO - 2020 A 2020
9;26700162;FITA ESTRUTURA LD;4;52,92;42,68;67,69;125,28;125,28;5;3;6;1;1;2;A;26/06/2026;31/07/2026;CVA149;A;112RD1;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2020 A 2021
9;26700166;FITA TRASEIRA;2;4,96;6,82;6,91;13,95;13,95;0;1;3;2;0;3;A;27/07/2026;17/06/2026;JLL24;A;106QK1;GM - Brasil;Sim;Sim;Ativo;1;ONIX NOVO - 2020 A 2020
9;26700212;FITA TRASEIRA;13;21,39;20,93;29,70;58,99;58,99;4;3;5;2;3;3;A;13/07/2026;28/07/2026;COPA37;A;108SA1;GM - Brasil;Sim;Sim;Ativo;1;
9;26700213;FITA TRASEIRA;5;29,92;30,32;41,66;74,70;74,70;1;4;3;0;0;2;A;14/07/2026;29/07/2026;CVA160;A;106PA1;GM - Brasil;Sim;Sim;Ativo;1;ONIX - 2020 A 2021
9;26700666;TUBO DE VACUO DO SER;1;221,76;297,29;221,75;607,25;607,25;2;0;1;0;3;1;A;29/06/2026;21/07/2026;COPA31;A;112TC1;GM - Brasil;Não;Não;Ativo;1;
9;26700803;PAINEL DE ACABAMENTO;1;1,00;1,00;1,00;10,00;10,00;0;0;0;1;0;0;C;14/04/2026;27/04/2026;DD0418;C;111GH1;GM - Brasil;Não;Não;Ativo;1;
9;26700804;PAINEL DE ACABAMENTO;2;1,01;1,01;1,01;10,00;10,00;0;0;1;1;1;0;B;26/06/2026;28/05/2026;CVA150;B;112PD1;GM - Brasil;Não;Não;Ativo;1;
9;26700805;PAINEL DE ACABAMENTO;1;0,74;0,73;0,74;6,00;6,00;0;0;0;1;0;0;C;31/07/2026;27/04/2026;ZZ0750;C;106QD1;GM - Brasil;Não;Não;Ativo;1;
9;26700806;PAINEL SUPERIOR PORTA TRASEIRA;1;0,73;0,73;0,73;10,00;10,00;0;0;1;1;0;0;C;26/06/2026;28/05/2026;CVA151;C;111CG1;GM - Brasil;Não;Não;Ativo;1;
9;26700809;FITA ESTRUTURA;2;47,68;47,74;47,68;117,62;117,62;2;1;2;3;1;1;A;29/07/2026;30/07/2026;RA0724;A;112PD3;GM - Brasil;Sim;Sim;Ativo;1;
9;26700810;FITA ESTRUTURA;3;50,56;50,63;50,56;124,75;124,75;2;3;2;2;3;1;A;28/07/2026;20/07/2026;RA0721;A;112BH1;GM - Brasil;Sim;Sim;Ativo;1;
9;26700811;FITA TRASEIRA;2;30,43;33,53;36,71;82,60;82,60;3;1;2;3;1;1;A;30/07/2026;30/07/2026;ZZ0755;A;113AH1;GM - Brasil;Sim;Sim;Ativo;1;
9;26700813;FITA DIANTEIRA;3;25,72;25,80;34,03;72,72;72,72;1;0;1;2;2;1;A;26/06/2026;30/07/2026;COPA37;A;110RB1;GM - Brasil;Sim;Sim;Ativo;1;TRACKER 3 - 2021 A 2021
9;26700814;FITA DIANTEIRA;2;26,92;41,45;41,45;74,71;74,71;2;1;2;1;0;2;A;09/03/2026;31/07/2026;CVA104;A;112CD1;GM - Brasil;Sim;Sim;Ativo;1;
9;26700815;FITA VIDRO;2;35,12;28,40;28,40;84,95;84,95;2;0;2;2;2;1;A;26/06/2026;31/07/2026;CVA151;A;111AB1;GM - Brasil;Sim;Sim;Ativo;1;
9;26700816;FITA VIDRO;3;34,51;48,15;47,17;83,76;83,76;0;1;2;1;0;2;A;16/03/2026;08/06/2026;CVA104;A;113DD2;GM - Brasil;Sim;Sim;Ativo;1;
9;26700817;FITA TRASEIRA;6;24,39;33,56;33,24;68,73;68,73;1;0;3;2;1;2;A;26/06/2026;30/07/2026;COPA37;A;110PC1;GM - Brasil;Sim;Sim;Ativo;1;
9;26700818;FITA TRASEIRA;1;23,38;24,33;23,38;68,58;68,58;2;1;2;1;0;2;A;27/07/2026;31/07/2026;JLL24;A;113CC1;GM - Brasil;Sim;Sim;Ativo;1;
9;26700827;GUARNIÇÃO PORTA TRAS ESQ;1;295,44;287,86;295,44;676,66;676,66;0;0;0;2;1;0;B;31/07/2026;27/04/2026;JLL10;B;161GB1;GM - Brasil;Não;Não;Ativo;1;
9;26700828;GUARNIÇÃO PORTA LD;3;236,52;243,77;236,52;636,02;636,02;0;0;1;1;0;2;B;17/03/2026;28/05/2026;NMA05;B;108QD2;GM - Brasil;Não;Não;Ativo;1;
9;27101654;MOLDING,F/FDR CTR;1;46,37;62,79;62,79;108,23;108,23;0;0;0;0;0;0;D;15/01/2026;;PICPTV;D;110SB3;GM - Brasil;Sim;Sim;Ativo;1;
9;27103162;FASCIA PKG,FRT BPR;1;598,47;802,52;802,52;1.493,21;1.493,21;0;0;0;0;0;0;D;29/12/2025;;PICPTV;D;600AC1;GM - Brasil;Não;Não;Ativo;1;
9;27112735;LANTERNA CJ-IND/DIR;1;62,60;62,60;62,60;147,21;147,21;0;0;0;0;0;0;D;31/01/2026;;PISPK2;D;112SC1;GM - Brasil;Não;Não;Ativo;1;
9;27112736;LANTERNA CJ-IND/DIR;1;62,60;62,60;62,60;140,75;140,75;0;0;0;0;0;0;D;06/01/2026;;PISPK2;D;110BC1;GM - Brasil;Não;Não;Ativo;1;
9;27112739;REFLECTOR,RR BPR;1;18,27;18,27;18,27;43,06;43,06;0;0;0;0;0;0;D;06/01/2026;27/11/2025;PISPK2;D;110BC1;GM - Brasil;Não;Não;Ativo;1;
9;27112740;REFLECTOR,RR BPR;1;18,49;18,49;24,03;43,63;43,63;0;0;0;0;0;0;D;24/09/2025;;PISPK1;D;107RC1;GM - Brasil;Não;Não;Ativo;1;
9;27176560;FILTRO CJ-AR COMPT P;1;19,84;27,30;27,84;44,18;44,18;2;1;0;0;0;0;B;21/05/2026;16/07/2026;GER01;B;197AD;GM - Brasil;Sim;Sim;Ativo;1;
9;28289916;VÁLVULA SOLENÓIDE CÂNISTER;7;392,95;394,37;496,13;887,62;887,62;3;6;3;1;4;7;A;08/07/2026;30/07/2026;CVA162;A;105DC1;GM - Brasil;Não;Não;Ativo;1;
9;39026959;DEFLETOR AR RADIADOR;2;248,25;248,25;248,25;474,42;474,42;2;1;2;0;0;0;B;31/07/2026;28/07/2026;RA0728;B;160HB1;GM - Brasil;Não;Não;Ativo;1;CRUZE B - 2017 A 2019
9;39028878;CONTROLE AR CONDICION E AQUECEDOR;2;1.048,52;1.057,62;1.048,52;2.072,57;2.072,57;1;1;0;0;0;1;C;09/07/2026;08/06/2026;RA0674;C;111SG2;GM - Brasil;Sim;Sim;Ativo;1;CRUZE - 2016 A 2017, CRUZE - 2018 A 2019
9;39048550;PORTA DIANTEIRA ESQUERDA;4;1.935,79;1.948,61;2.546,04;3.919,88;3.919,88;2;2;0;1;2;0;A;31/07/2026;23/07/2026;JLL43;A;199AG1;GM - Brasil;Não;Não;Ativo;1;CRUZE - 2016 A 2017, CRUZE - 2018 A 2019
9;39048551;PORTA DIANTEIRA DIREITA;2;1.948,61;1.948,61;1.948,61;3.919,88;3.919,88;1;0;2;0;1;1;B;24/07/2026;15/07/2026;JLL06;B;199AG1;GM - Brasil;Não;Não;Ativo;1;CRUZE B - 2017 A 2019
9;39048551;PORTA DIANTEIRA DIREITA;2;1.948,61;1.948,61;1.948,61;3.919,88;3.919,88;1;0;2;0;1;1;B;24/07/2026;15/07/2026;JLL06;B;DEPOSITO C;GM - Brasil;Não;Não;Ativo;1;CRUZE B - 2017 A 2019
9;39067009;ABSORVEDOR ENERGIA DIANTEIRO;2;135,54;135,54;176,11;259,30;259,30;1;0;0;1;0;1;B;28/04/2026;24/07/2026;CVA133;B;162QA1;GM - Brasil;Não;Não;Ativo;1;CRUZE - 2017 A 2017, CRUZE - 2018 A 2019
9;39068025;SENSOR ESTACIONAMENTO TRASEIRO;1;215,49;325,48;315,70;464,38;464,38;0;0;0;0;0;1;C;17/03/2026;03/03/2026;RA0300;C;110PG1;GM - Brasil;Sim;Sim;Ativo;1;CRUZE - 2016 A 2017, CRUZE NOVO - 2018 A 2021
9;39077114;BATENTE AMORTECEDOR DIANTEIRO;9;45,83;61,77;63,11;147,43;147,43;2;0;0;0;0;0;D;02/12/2025;08/07/2026;COX58;D;113AB1;GM - Brasil;Não;Não;Ativo;1;
9;39090811;SENSOR PARA MEDICAO;1;33,58;33,58;33,58;92,82;92,82;0;0;0;0;0;0;D;21/01/2026;05/12/2025;RA1278;D;110QD1;GM - Brasil;Sim;Sim;Ativo;1;
